img_name,smile,gender,age,glasses,anger,contempt,disgust,fear,happiness,neutral,sadness,surprise,trustworthy,intelligent,attractive,aggressive,responsible,sociable,e_id,vc binary,vc fund,total binary,total fund,IPO,success,total_RDs
e6005_cb.jpg,0.997,male,44.5,NoGlasses,0,0,0,0,0.997,0.003,0,0,5.0672626,4.7040253,4.7658033,3.5188785,4.9717836,5.620573,e6005,0,5.127846355,1,5.127846355,0,1,1
e14751_cb.jpg,1,male,34.1,NoGlasses,0,0,0,0,1,0,0,0,5.0287046,5.257248,5.258544,3.7215114,5.433618,6.327395,e14751,0,0,0,0,0,0,0
e178_cb.jpg,1,male,56.1,ReadingGlasses,0,0,0,0,1,0,0,0,6.0320015,6.119236,4.1012583,2.8498685,6.619333,6.1632547,e178,0,0,0,0,0,0,0
e26_cb.jpg,0,male,31.2,NoGlasses,0.002,0.002,0,0,0,0.994,0.001,0.001,4.7976236,4.909342,5.3553195,4.0522847,4.9532685,5.643684,e26,0,0,0,0,0,0,2
e13380_cb.jpg,1,male,20.5,NoGlasses,0,0,0,0,1,0,0,0,5.2374635,5.113398,4.5362244,2.868504,5.5135717,6.294981,e13380,0,0,0,0,0,0,0
e14497_tw.jpg,1,male,27.6,NoGlasses,0,0,0,0,1,0,0,0,5.088977,4.9703026,4.534046,3.211247,4.9753013,6.0851345,e14497,0,0,0,0,0,0,0
e686_cb.jpg,1,female,46.6,NoGlasses,0,0,0,0,1,0,0,0,5.675907,5.0829053,5.748784,2.354692,5.6176896,6.685355,e686,0,0,0,0,0,0,0
e535_tw.jpg,0.015,male,37.9,NoGlasses,0,0.003,0,0,0.015,0.982,0,0,4.1529665,4.7004027,3.8697329,5.0843315,4.4260845,3.9883316,e535,0,0,0,0,0,0,1
e11696_cb.jpg,1,male,37.4,NoGlasses,0,0,0,0,1,0,0,0,5.074545,5.068737,5.2981443,3.895247,5.0396814,5.6571245,e11696,0,0,0,0,0,0,1
e5939_cb.jpg,1,male,44,NoGlasses,0,0,0,0,1,0,0,0,5.5893965,5.9373503,4.934411,2.5678098,5.9738374,6.636855,e5939,1,7.123851641,1,7.123851641,0,1,4
e12529_cb.jpg,0.957,male,30.1,NoGlasses,0,0.001,0,0,0.957,0.042,0,0,5.9120555,6.2610526,5.853611,3.3493445,5.983809,6.1594105,e12529,0,0,0,0,0,0,0
e4818_tw.jpg,0,male,27.7,NoGlasses,0,0,0,0,0,0.999,0,0,4.989814,4.9583397,5.0442424,3.20128,4.965909,6.0724306,e4818,0,0,0,0,0,0,0
e4538_cb.jpg,0.392,male,26.2,ReadingGlasses,0,0.001,0,0,0.392,0.608,0,0,4.425838,4.745165,5.3690095,3.670289,4.448601,5.5878496,e4538,0,0,0,0,0,0,0
e8921_cb.jpg,0.813,male,39.6,ReadingGlasses,0,0.003,0,0,0.813,0.184,0,0,4.6747193,4.834339,4.1201324,3.5667152,5.1315527,5.352474,e8921,0,0,0,0,0,0,0
e14495_cb.jpg,0.988,male,45.3,ReadingGlasses,0,0,0,0,0.988,0.012,0,0,5.2672987,5.230332,3.5334764,3.384627,5.5601325,5.7916527,e14495,0,0,0,0,0,0,0
e8126_cb.jpg,1,male,31.2,NoGlasses,0,0,0,0,1,0,0,0,5.7227707,5.1921754,5.5209627,3.1227794,5.538877,6.6653543,e8126,0,6,1,6,0,1,3
e5808_cb.jpg,0,male,32.7,NoGlasses,0,0.002,0,0,0,0.997,0.001,0,5.0049524,4.714748,4.0847616,3.8901067,4.9775114,5.438079,e5808,0,0,0,0,0,0,1
e9706_cb.jpg,0.997,male,25.7,ReadingGlasses,0,0,0.002,0,0.997,0.001,0,0,5.2815056,4.6121845,4.9124064,2.6015942,4.9365892,6.520906,e9706,1,6.404925524,1,6.404925524,0,1,2
e10124_cb.jpg,0.873,male,27.7,NoGlasses,0.001,0.054,0.001,0,0.873,0.07,0.001,0,4.8715844,4.980151,5.152457,2.9778664,5.250195,5.786834,e10124,0,6.337459261,1,6.337459261,0,1,2
e9710_cb.jpg,0.571,male,60.6,ReadingGlasses,0.001,0.01,0.001,0,0.571,0.401,0.016,0,4.4819756,4.6104755,4.8901343,3.2307715,5.003819,6.036239,e9710,0,0,0,0,0,0,0
e5057_cb.jpg,1,male,29.5,NoGlasses,0,0,0,0,1,0,0,0,5.783905,5.119164,5.9519153,1.9030643,5.574363,7.297789,e5057,0,0,0,0,0,0,0
e842_cb.jpg,0.999,female,27,NoGlasses,0,0,0,0,0.999,0.001,0,0,6.7039595,6.281729,6.222398,1.730295,6.257087,7.4554586,e842,0,0,0,0,0,0,0
e1176_cb.jpg,1,male,40,NoGlasses,0,0,0,0,1,0,0,0,5.6211243,5.381153,3.8832414,3.410545,5.718268,5.5007563,e1176,0,0,0,0,0,0,0
e9275_cb.jpg,0.16,male,23.7,NoGlasses,0,0.022,0,0,0.16,0.818,0,0,4.7284613,5.1475925,4.22346,4.479559,4.7033362,4.3827815,e9275,0,0,0,0,0,0,0
e12015_cb.jpg,1,female,35,NoGlasses,0,0,0,0,1,0,0,0,5.78731,5.1531405,5.5909524,2.5907073,5.832722,6.684889,e12015,0,0,0,0,0,0,0
e3411_cb.jpg,0.39,male,48.2,NoGlasses,0.06,0.026,0.042,0,0.39,0.472,0.004,0.006,5.4995403,5.2644076,4.743762,3.570731,5.633096,5.4187417,e3411,0,4.46322088,1,4.46322088,0,1,1
e3258_cb.jpg,1,male,33.5,ReadingGlasses,0,0,0,0,1,0,0,0,5.3006206,5.4843254,5.1517835,2.87562,5.5291104,6.5054035,e3258,0,5.120392937,1,5.120392937,0,1,1
